frame.time,wlan.sa,wlan.ssid, seclab
"Jul 26, 2019 13:21:18.207366000 AEST","bc:3b:af:a5:ba:05","", seclab
"Jul 26, 2019 13:21:18.831946000 AEST","e2:55:1d:10:35:1a","", seclab
"Jul 26, 2019 13:21:19.115712000 AEST","90:e7:c4:c9:53:1d","OPTUSVD3530CA0", seclab
"Jul 26, 2019 13:21:19.484589000 AEST","90:e7:c4:c9:53:1d","OPTUSVD3530CA0", seclab
"Jul 26, 2019 13:21:19.498496000 AEST","b8:c1:11:7b:86:b3","eduroam", seclab
"Jul 26, 2019 13:21:19.566305000 AEST","90:e7:c4:c9:53:1d","OPTUSVD3530CA0", seclab
"Jul 26, 2019 13:21:19.648612000 AEST","90:e7:c4:c9:53:1d","OPTUSVD3530CA0", seclab
"Jul 26, 2019 13:21:19.688574000 AEST","90:e7:c4:c9:53:1d","OPTUSVD3530CA0", seclab
"Jul 26, 2019 13:21:19.782431000 AEST","90:e7:c4:c9:53:1d","OPTUSVD3530CA0", seclab
"Jul 26, 2019 13:21:19.814390000 AEST","90:e7:c4:c9:53:1d","OPTUSVD3530CA0", seclab
"Jul 26, 2019 13:21:19.896196000 AEST","90:e7:c4:c9:53:1d","OPTUSVD3530CA0", seclab
"Jul 26, 2019 13:21:19.935691000 AEST","90:e7:c4:c9:53:1d","OPTUSVD3530CA0", seclab
"Jul 26, 2019 13:21:23.271009000 AEST","f8:2d:7c:a3:87:04","eduroam", seclab
"Jul 26, 2019 13:21:23.435838000 AEST","9c:b6:d0:11:08:77","uniwide", seclab
"Jul 26, 2019 13:21:23.446044000 AEST","9c:b6:d0:11:08:77","uniwide", seclab
"Jul 26, 2019 13:21:23.861195000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:21:23.899027000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:21:23.946491000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:21:23.983798000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:21:24.034450000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:21:24.072731000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:21:24.265099000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:21:24.285624000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:21:24.686853000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:21:25.409183000 AEST","c6:f7:0e:8b:ee:89","", seclab
"Jul 26, 2019 13:21:25.427840000 AEST","c6:f7:0e:8b:ee:89","", seclab
"Jul 26, 2019 13:21:25.439163000 AEST","c6:f7:0e:8b:ee:89","", seclab
"Jul 26, 2019 13:21:25.453615000 AEST","f6:46:c1:c7:92:26","", seclab
"Jul 26, 2019 13:21:25.491369000 AEST","30:24:32:69:9f:47","", seclab
"Jul 26, 2019 13:21:25.502237000 AEST","30:24:32:69:9f:47","", seclab
"Jul 26, 2019 13:21:25.646899000 AEST","30:24:32:69:9f:47","", seclab
"Jul 26, 2019 13:21:25.686433000 AEST","30:24:32:69:9f:47","", seclab
"Jul 26, 2019 13:21:27.034221000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:27.054046000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:27.076530000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:27.096683000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:27.118643000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:27.139024000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:27.354188000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:27.508377000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:27.528234000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:28.044604000 AEST","98:22:ef:97:70:77","uniwide", seclab
"Jul 26, 2019 13:21:29.710282000 AEST","46:e8:88:42:f0:98","", seclab
"Jul 26, 2019 13:21:29.753561000 AEST","46:e8:88:42:f0:98","", seclab
"Jul 26, 2019 13:21:29.816019000 AEST","46:e8:88:42:f0:98","", seclab
"Jul 26, 2019 13:21:29.838993000 AEST","46:e8:88:42:f0:98","", seclab
"Jul 26, 2019 13:21:29.881581000 AEST","46:e8:88:42:f0:98","", seclab
"Jul 26, 2019 13:21:30.545075000 AEST","90:e7:c4:c9:53:1d","", seclab
"Jul 26, 2019 13:21:30.631079000 AEST","90:e7:c4:c9:53:1d","", seclab
"Jul 26, 2019 13:21:30.705275000 AEST","3c:28:6d:1d:bf:48","uniwide", seclab
"Jul 26, 2019 13:21:31.409732000 AEST","3c:28:6d:1d:bf:48","uniwide", seclab
"Jul 26, 2019 13:21:31.561616000 AEST","98:22:ef:97:70:77","uniwide", seclab
"Jul 26, 2019 13:21:33.119543000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:33.345148000 AEST","08:c5:e1:2e:33:a1","uniwide", seclab
"Jul 26, 2019 13:21:33.659570000 AEST","5a:5a:b7:d1:e4:51","", seclab
"Jul 26, 2019 13:21:33.679148000 AEST","5a:5a:b7:d1:e4:51","", seclab
"Jul 26, 2019 13:21:34.315172000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:21:34.617489000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:21:34.647371000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:21:34.716620000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:21:35.298418000 AEST","f4:09:d8:00:77:e2","", seclab
"Jul 26, 2019 13:21:35.338646000 AEST","f4:09:d8:00:77:e2","", seclab
"Jul 26, 2019 13:21:35.437744000 AEST","f4:09:d8:00:77:e2","", seclab
"Jul 26, 2019 13:21:35.504738000 AEST","66:6d:73:62:8c:18","", seclab
"Jul 26, 2019 13:21:35.525021000 AEST","66:6d:73:62:8c:18","", seclab
"Jul 26, 2019 13:21:35.564816000 AEST","66:6d:73:62:8c:18","", seclab
"Jul 26, 2019 13:21:35.614285000 AEST","66:6d:73:62:8c:18","", seclab
"Jul 26, 2019 13:21:36.746939000 AEST","b8:c1:11:7b:86:b3","eduroam", seclab
"Jul 26, 2019 13:21:36.759348000 AEST","b8:c1:11:7b:86:b3","eduroam", seclab
"Jul 26, 2019 13:21:36.771825000 AEST","b8:c1:11:7b:86:b3","eduroam", seclab
"Jul 26, 2019 13:21:36.782033000 AEST","b8:c1:11:7b:86:b3","eduroam", seclab
"Jul 26, 2019 13:21:36.858835000 AEST","b8:c1:11:7b:86:b3","eduroam", seclab
"Jul 26, 2019 13:21:36.865524000 AEST","b8:c1:11:7b:86:b3","eduroam", seclab
"Jul 26, 2019 13:21:36.969530000 AEST","22:2d:12:51:6e:e1","", seclab
"Jul 26, 2019 13:21:36.989881000 AEST","22:2d:12:51:6e:e1","", seclab
"Jul 26, 2019 13:21:37.820298000 AEST","fa:03:49:22:05:ea","", seclab
"Jul 26, 2019 13:21:37.979010000 AEST","9c:b6:d0:11:08:77","", seclab
"Jul 26, 2019 13:21:38.272636000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:38.287502000 AEST","9c:b6:d0:11:08:77","Jibril", seclab
"Jul 26, 2019 13:21:38.287508000 AEST","9c:b6:d0:11:08:77","Cafe Modi", seclab
"Jul 26, 2019 13:21:38.289014000 AEST","9c:b6:d0:11:08:77","TP-LINK_207", seclab
"Jul 26, 2019 13:21:38.294764000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:38.294769000 AEST","9c:b6:d0:11:08:77","OB The Quay", seclab
"Jul 26, 2019 13:21:38.296160000 AEST","9c:b6:d0:11:08:77","TPG-57", seclab
"Jul 26, 2019 13:21:38.296165000 AEST","9c:b6:d0:11:08:77","HUAWEI nova youth", seclab
"Jul 26, 2019 13:21:38.301089000 AEST","9c:b6:d0:11:08:77","TP-LINK_44A214", seclab
"Jul 26, 2019 13:21:38.301094000 AEST","9c:b6:d0:11:08:77","DEFINITE", seclab
"Jul 26, 2019 13:21:38.306399000 AEST","9c:b6:d0:11:08:77","MT7-L09_3617", seclab
"Jul 26, 2019 13:21:38.306404000 AEST","9c:b6:d0:11:08:77","Gloria Jeans", seclab
"Jul 26, 2019 13:21:38.307862000 AEST","9c:b6:d0:11:08:77","Honor 5A", seclab
"Jul 26, 2019 13:21:38.315213000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:38.315219000 AEST","9c:b6:d0:11:08:77","Telstra27D7", seclab
"Jul 26, 2019 13:21:38.319390000 AEST","9c:b6:d0:11:08:77","TPG-5HR7", seclab
"Jul 26, 2019 13:21:38.329922000 AEST","9c:b6:d0:11:08:77","Cafe Modi", seclab
"Jul 26, 2019 13:21:38.329927000 AEST","9c:b6:d0:11:08:77","TP-LINK_207", seclab
"Jul 26, 2019 13:21:38.335517000 AEST","9c:b6:d0:11:08:77","OB The Quay", seclab
"Jul 26, 2019 13:21:38.338744000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:38.342622000 AEST","9c:b6:d0:11:08:77","TP-LINK_44A214", seclab
"Jul 26, 2019 13:21:38.342627000 AEST","9c:b6:d0:11:08:77","DEFINITE", seclab
"Jul 26, 2019 13:21:38.348087000 AEST","9c:b6:d0:11:08:77","MT7-L09_3617", seclab
"Jul 26, 2019 13:21:38.359063000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:38.405406000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:38.423096000 AEST","9c:b6:d0:11:08:77","TPG-57", seclab
"Jul 26, 2019 13:21:38.428916000 AEST","9c:b6:d0:11:08:77","TP-LINK_44A214", seclab
"Jul 26, 2019 13:21:38.433396000 AEST","9c:b6:d0:11:08:77","DEFINITE", seclab
"Jul 26, 2019 13:21:38.439319000 AEST","9c:b6:d0:11:08:77","Honor 5A", seclab
"Jul 26, 2019 13:21:38.440407000 AEST","9c:b6:d0:11:08:77","Schwartz Phrototype Mark iv", seclab
"Jul 26, 2019 13:21:38.444578000 AEST","9c:b6:d0:11:08:77","Telstra27D7", seclab
"Jul 26, 2019 13:21:38.444584000 AEST","9c:b6:d0:11:08:77","Telstra27D7-5G", seclab
"Jul 26, 2019 13:21:38.447300000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:38.447304000 AEST","9c:b6:d0:11:08:77","TPG-5HR7", seclab
"Jul 26, 2019 13:21:38.474598000 AEST","9c:b6:d0:11:08:77","MT7-L09_3617", seclab
"Jul 26, 2019 13:21:38.474604000 AEST","9c:b6:d0:11:08:77","Gloria Jeans", seclab
"Jul 26, 2019 13:21:38.476056000 AEST","9c:b6:d0:11:08:77","Honor 5A", seclab
"Jul 26, 2019 13:21:38.480994000 AEST","9c:b6:d0:11:08:77","Schwartz Phrototype Mark iv", seclab
"Jul 26, 2019 13:21:38.480998000 AEST","9c:b6:d0:11:08:77","Telstra27D7", seclab
"Jul 26, 2019 13:21:38.482487000 AEST","9c:b6:d0:11:08:77","Telstra27D7-5G", seclab
"Jul 26, 2019 13:21:38.487100000 AEST","9c:b6:d0:11:08:77","TPG-5HR7", seclab
"Jul 26, 2019 13:21:38.490830000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:38.535139000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:38.540909000 AEST","9c:b6:d0:11:08:77","Cafe Modi", seclab
"Jul 26, 2019 13:21:38.540915000 AEST","9c:b6:d0:11:08:77","TP-LINK_207", seclab
"Jul 26, 2019 13:21:38.545666000 AEST","9c:b6:d0:11:08:77","OB The Quay", seclab
"Jul 26, 2019 13:21:38.547072000 AEST","9c:b6:d0:11:08:77","TPG-57", seclab
"Jul 26, 2019 13:21:38.547080000 AEST","9c:b6:d0:11:08:77","HUAWEI nova youth", seclab
"Jul 26, 2019 13:21:38.560265000 AEST","9c:b6:d0:11:08:77","MT7-L09_3617", seclab
"Jul 26, 2019 13:21:38.561398000 AEST","9c:b6:d0:11:08:77","Gloria Jeans", seclab
"Jul 26, 2019 13:21:38.561404000 AEST","9c:b6:d0:11:08:77","Honor 5A", seclab
"Jul 26, 2019 13:21:38.565128000 AEST","9c:b6:d0:11:08:77","Schwartz Phrototype Mark iv", seclab
"Jul 26, 2019 13:21:38.571243000 AEST","9c:b6:d0:11:08:77","TPG-5HR7", seclab
"Jul 26, 2019 13:21:38.729019000 AEST","ee:00:bf:1d:2e:0f","", seclab
"Jul 26, 2019 13:21:38.774846000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:38.776152000 AEST","ee:00:bf:1d:2e:0f","", seclab
"Jul 26, 2019 13:21:38.798330000 AEST","9c:b6:d0:11:08:77","Gloria Jeans", seclab
"Jul 26, 2019 13:21:38.798336000 AEST","9c:b6:d0:11:08:77","Honor 5A", seclab
"Jul 26, 2019 13:21:38.803965000 AEST","9c:b6:d0:11:08:77","Schwartz Phrototype Mark iv", seclab
"Jul 26, 2019 13:21:38.803971000 AEST","9c:b6:d0:11:08:77","Telstra27D7", seclab
"Jul 26, 2019 13:21:38.805473000 AEST","9c:b6:d0:11:08:77","Telstra27D7-5G", seclab
"Jul 26, 2019 13:21:38.810114000 AEST","9c:b6:d0:11:08:77","TPG-5HR7", seclab
"Jul 26, 2019 13:21:38.826851000 AEST","9c:b6:d0:11:08:77","OB The Quay", seclab
"Jul 26, 2019 13:21:38.826859000 AEST","9c:b6:d0:11:08:77","TPG-57", seclab
"Jul 26, 2019 13:21:38.833157000 AEST","9c:b6:d0:11:08:77","Maccas Free Wi-Fry", seclab
"Jul 26, 2019 13:21:38.835975000 AEST","9c:b6:d0:11:08:77","TP-LINK_44A214", seclab
"Jul 26, 2019 13:21:38.835980000 AEST","9c:b6:d0:11:08:77","DEFINITE", seclab
"Jul 26, 2019 13:21:38.840004000 AEST","9c:b6:d0:11:08:77","Gloria Jeans", seclab
"Jul 26, 2019 13:21:38.840008000 AEST","9c:b6:d0:11:08:77","Honor 5A", seclab
"Jul 26, 2019 13:21:38.845681000 AEST","9c:b6:d0:11:08:77","Schwartz Phrototype Mark iv", seclab
"Jul 26, 2019 13:21:38.845686000 AEST","9c:b6:d0:11:08:77","Telstra27D7", seclab
"Jul 26, 2019 13:21:38.851869000 AEST","9c:b6:d0:11:08:77","TPG-5HR7", seclab
"Jul 26, 2019 13:21:38.862495000 AEST","9c:b6:d0:11:08:77","Jibril", seclab
"Jul 26, 2019 13:21:38.862501000 AEST","9c:b6:d0:11:08:77","Cafe Modi", seclab
"Jul 26, 2019 13:21:38.868787000 AEST","9c:b6:d0:11:08:77","OB The Quay", seclab
"Jul 26, 2019 13:21:38.868797000 AEST","9c:b6:d0:11:08:77","TPG-57", seclab
"Jul 26, 2019 13:21:38.870268000 AEST","9c:b6:d0:11:08:77","HUAWEI nova youth", seclab
"Jul 26, 2019 13:21:38.875106000 AEST","9c:b6:d0:11:08:77","Maccas Free Wi-Fry", seclab
"Jul 26, 2019 13:21:38.875111000 AEST","9c:b6:d0:11:08:77","TP-LINK_44A214", seclab
"Jul 26, 2019 13:21:38.876604000 AEST","9c:b6:d0:11:08:77","DEFINITE", seclab
"Jul 26, 2019 13:21:38.888523000 AEST","9c:b6:d0:11:08:77","Telstra27D7", seclab
"Jul 26, 2019 13:21:38.888528000 AEST","9c:b6:d0:11:08:77","Telstra27D7-5G", seclab
"Jul 26, 2019 13:21:38.893890000 AEST","9c:b6:d0:11:08:77","TPG-5HR7", seclab
"Jul 26, 2019 13:21:38.978660000 AEST","e4:9a:dc:90:b1:7f","uniwide", seclab
"Jul 26, 2019 13:21:38.988861000 AEST","e4:9a:dc:90:b1:7f","uniwide", seclab
"Jul 26, 2019 13:21:39.593489000 AEST","3c:28:6d:1d:bf:48","uniwide", seclab
"Jul 26, 2019 13:21:40.757636000 AEST","3c:28:6d:1d:bf:48","uniwide", seclab
"Jul 26, 2019 13:21:42.121977000 AEST","ae:20:ac:10:5c:4b","", seclab
"Jul 26, 2019 13:21:42.144000000 AEST","ae:20:ac:10:5c:4b","", seclab
"Jul 26, 2019 13:21:42.803295000 AEST","c2:a1:b7:a4:c9:ac","", seclab
"Jul 26, 2019 13:21:42.891768000 AEST","c2:a1:b7:a4:c9:ac","", seclab
"Jul 26, 2019 13:21:42.902008000 AEST","60:f4:45:69:b6:39","uniwide", seclab
"Jul 26, 2019 13:21:42.912977000 AEST","60:f4:45:69:b6:39","uniwide", seclab
"Jul 26, 2019 13:21:43.231186000 AEST","8c:f5:a3:12:8c:c9","", seclab
"Jul 26, 2019 13:21:43.397657000 AEST","8c:f5:a3:12:8c:c9","", seclab
"Jul 26, 2019 13:21:43.839571000 AEST","f8:2d:7c:a3:87:04","eduroam", seclab
"Jul 26, 2019 13:21:43.865371000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:43.885375000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:43.908185000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:43.928535000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:43.951519000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:43.971859000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:44.092661000 AEST","b8:c1:11:7d:23:77","", seclab
"Jul 26, 2019 13:21:44.187803000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:44.214234000 AEST","fa:50:54:24:9f:6a","", seclab
"Jul 26, 2019 13:21:44.326279000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:21:44.346424000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:21:44.361818000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:44.646881000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:21:44.662936000 AEST","30:07:4d:52:d5:b7","uniwide", seclab
"Jul 26, 2019 13:21:44.676533000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:21:44.705082000 AEST","30:07:4d:52:d5:b7","uniwide", seclab
"Jul 26, 2019 13:21:44.745723000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:21:44.786811000 AEST","58:cb:52:37:96:33","uniwide", seclab
"Jul 26, 2019 13:21:45.034281000 AEST","4c:56:9d:41:93:85","uniwide", seclab
"Jul 26, 2019 13:21:45.182938000 AEST","30:07:4d:52:d5:b7","uniwide", seclab
"Jul 26, 2019 13:21:45.221796000 AEST","30:07:4d:52:d5:b7","uniwide", seclab
"Jul 26, 2019 13:21:45.920609000 AEST","9c:e3:3f:67:40:74","", seclab
"Jul 26, 2019 13:21:45.940993000 AEST","9c:e3:3f:67:40:74","", seclab
"Jul 26, 2019 13:21:46.194048000 AEST","a6:f9:9e:95:36:08","", seclab
"Jul 26, 2019 13:21:46.218942000 AEST","a6:f9:9e:95:36:08","", seclab
"Jul 26, 2019 13:21:46.238141000 AEST","a6:f9:9e:95:36:08","", seclab
"Jul 26, 2019 13:21:46.332142000 AEST","50:29:f5:ae:fd:e3","", seclab
"Jul 26, 2019 13:21:47.528148000 AEST","b8:c1:11:7b:86:b3","eduroam", seclab
"Jul 26, 2019 13:21:47.543941000 AEST","b8:c1:11:7b:86:b3","eduroam", seclab
"Jul 26, 2019 13:21:47.552226000 AEST","b8:c1:11:7b:86:b3","eduroam", seclab
"Jul 26, 2019 13:21:47.562434000 AEST","b8:c1:11:7b:86:b3","eduroam", seclab
"Jul 26, 2019 13:21:47.577265000 AEST","b8:c1:11:7b:86:b3","eduroam", seclab
"Jul 26, 2019 13:21:47.589475000 AEST","b8:c1:11:7b:86:b3","eduroam", seclab
"Jul 26, 2019 13:21:47.831835000 AEST","58:cb:52:37:96:33","uniwide", seclab
"Jul 26, 2019 13:21:47.847016000 AEST","58:cb:52:37:96:33","uniwide", seclab
"Jul 26, 2019 13:21:48.382540000 AEST","58:cb:52:37:96:33","uniwide", seclab
"Jul 26, 2019 13:21:48.453834000 AEST","58:cb:52:37:96:33","uniwide", seclab
"Jul 26, 2019 13:21:48.629611000 AEST","58:cb:52:37:96:33","uniwide", seclab
"Jul 26, 2019 13:21:48.644717000 AEST","58:cb:52:37:96:33","uniwide", seclab
"Jul 26, 2019 13:21:49.071912000 AEST","18:65:90:a9:e1:af","", seclab
"Jul 26, 2019 13:21:49.082029000 AEST","18:65:90:a9:e1:af","", seclab
"Jul 26, 2019 13:21:49.801826000 AEST","38:0f:4a:c9:a7:e3","", seclab
"Jul 26, 2019 13:21:49.887342000 AEST","54:33:cb:e2:b9:26","eduroam", seclab
"Jul 26, 2019 13:21:49.907468000 AEST","54:33:cb:e2:b9:26","eduroam", seclab
"Jul 26, 2019 13:21:49.952615000 AEST","94:65:2d:b1:fa:28","uniwide", seclab
"Jul 26, 2019 13:21:49.964847000 AEST","94:65:2d:b1:fa:28","uniwide", seclab
"Jul 26, 2019 13:21:50.218225000 AEST","54:33:cb:e2:b9:26","eduroam", seclab
"Jul 26, 2019 13:21:50.238719000 AEST","54:33:cb:e2:b9:26","eduroam", seclab
"Jul 26, 2019 13:21:50.398476000 AEST","94:65:2d:b1:fa:28","uniwide", seclab
"Jul 26, 2019 13:21:50.404459000 AEST","54:33:cb:e2:b9:26","eduroam", seclab
"Jul 26, 2019 13:21:50.422543000 AEST","94:65:2d:b1:fa:28","uniwide", seclab
"Jul 26, 2019 13:21:51.791435000 AEST","30:24:32:69:9f:47","", seclab
"Jul 26, 2019 13:21:52.293092000 AEST","8c:f5:a3:12:8c:c9","uniwide", seclab
"Jul 26, 2019 13:21:52.860560000 AEST","50:29:f5:ae:fd:e3","uniwide", seclab
"Jul 26, 2019 13:21:52.881584000 AEST","50:29:f5:ae:fd:e3","uniwide", seclab
"Jul 26, 2019 13:21:52.999823000 AEST","da:a1:19:be:39:ed","", seclab
"Jul 26, 2019 13:21:53.066309000 AEST","da:a1:19:ed:c3:ae","", seclab
"Jul 26, 2019 13:21:53.152188000 AEST","da:a1:19:30:74:28","", seclab
"Jul 26, 2019 13:21:53.436270000 AEST","8c:f5:a3:12:8c:c9","uniwide", seclab
"Jul 26, 2019 13:21:53.481541000 AEST","8c:f5:a3:12:8c:c9","uniwide", seclab
"Jul 26, 2019 13:21:54.257623000 AEST","6e:62:72:b1:f0:ee","", seclab
"Jul 26, 2019 13:21:54.278579000 AEST","6e:62:72:b1:f0:ee","", seclab
"Jul 26, 2019 13:21:54.282854000 AEST","44:65:0d:28:94:1c","", seclab
"Jul 26, 2019 13:21:54.293962000 AEST","44:65:0d:28:94:1c","eduroam", seclab
"Jul 26, 2019 13:21:54.348392000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:21:54.375396000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:21:54.409670000 AEST","50:29:f5:ae:fd:e3","", seclab
"Jul 26, 2019 13:21:54.430660000 AEST","50:29:f5:ae:fd:e3","", seclab
"Jul 26, 2019 13:21:54.676795000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:21:54.727241000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:21:54.737969000 AEST","46:27:33:bd:41:55","", seclab
"Jul 26, 2019 13:21:54.764747000 AEST","e2:3d:af:87:dd:a1","", seclab
"Jul 26, 2019 13:21:54.775767000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:21:54.805643000 AEST","e2:3d:af:87:dd:a1","", seclab
"Jul 26, 2019 13:21:54.932620000 AEST","e2:3d:af:87:dd:a1","", seclab
"Jul 26, 2019 13:21:55.115281000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:55.138484000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:55.159057000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:55.181325000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:55.200705000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:21:55.541802000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:21:55.580023000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:21:55.638271000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:21:55.666227000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:21:55.681980000 AEST","4a:23:28:0d:46:98","", seclab
"Jul 26, 2019 13:21:55.717382000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:21:55.754909000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:21:55.792658000 AEST","3c:28:6d:1d:bf:48","uniwide", seclab
"Jul 26, 2019 13:21:55.807662000 AEST","3c:28:6d:1d:bf:48","uniwide", seclab
"Jul 26, 2019 13:21:56.248710000 AEST","58:40:4e:24:b4:31","uniwide", seclab
"Jul 26, 2019 13:21:56.301101000 AEST","e2:55:1d:10:35:1a","", seclab
"Jul 26, 2019 13:21:56.551990000 AEST","8c:f5:a3:12:8c:c9","", seclab
"Jul 26, 2019 13:21:56.660274000 AEST","32:52:ff:6c:c1:e1","", seclab
"Jul 26, 2019 13:21:56.677750000 AEST","32:52:ff:6c:c1:e1","", seclab
"Jul 26, 2019 13:21:58.029537000 AEST","58:40:4e:24:b4:31","uniwide", seclab
"Jul 26, 2019 13:21:58.055481000 AEST","b8:c1:11:7b:86:b3","eduroam", seclab
"Jul 26, 2019 13:21:58.128794000 AEST","22:e8:14:8b:9d:01","", seclab
"Jul 26, 2019 13:21:58.274279000 AEST","da:f7:23:ba:72:a3","", seclab
"Jul 26, 2019 13:21:59.020867000 AEST","2c:9e:fc:a1:62:8d","BJNPSETUP", seclab
"Jul 26, 2019 13:22:00.871882000 AEST","2c:0e:3d:d7:77:ef","uniwide", seclab
"Jul 26, 2019 13:22:00.891463000 AEST","2c:0e:3d:d7:77:ef","uniwide", seclab
"Jul 26, 2019 13:22:01.565620000 AEST","8c:85:90:2b:30:58","uniwide", seclab
"Jul 26, 2019 13:22:01.709208000 AEST","2c:0e:3d:d7:77:ef","uniwide", seclab
"Jul 26, 2019 13:22:01.728795000 AEST","2c:0e:3d:d7:77:ef","uniwide", seclab
"Jul 26, 2019 13:22:02.275976000 AEST","24:da:9b:6a:f6:1d","", seclab
"Jul 26, 2019 13:22:02.433078000 AEST","48:51:b7:e8:59:cc","", seclab
"Jul 26, 2019 13:22:02.435255000 AEST","48:51:b7:e8:59:cc","", seclab
"Jul 26, 2019 13:22:02.467039000 AEST","88:e9:fe:7e:fa:12","", seclab
"Jul 26, 2019 13:22:02.477454000 AEST","88:e9:fe:7e:fa:12","", seclab
"Jul 26, 2019 13:22:02.488767000 AEST","48:51:b7:e8:59:cc","", seclab
"Jul 26, 2019 13:22:02.489902000 AEST","48:51:b7:e8:59:cc","eduroam", seclab
"Jul 26, 2019 13:22:02.508086000 AEST","88:e9:fe:7e:fa:12","", seclab
"Jul 26, 2019 13:22:02.517665000 AEST","48:51:b7:e8:59:cc","", seclab
"Jul 26, 2019 13:22:02.520696000 AEST","48:51:b7:e8:59:cc","", seclab
"Jul 26, 2019 13:22:02.620814000 AEST","e2:55:1d:10:35:1a","", seclab
