"Jul 26, 2019 16:31:25.998926000 AEST","72:fc:92:84:cb:6c"
"Jul 26, 2019 16:31:26.085660000 AEST","72:fc:92:84:cb:6c"
"Jul 26, 2019 16:31:26.423405000 AEST","f8:e9:4e:a2:35:f2"
"Jul 26, 2019 16:31:27.214330000 AEST","f0:99:b6:40:66:99"
"Jul 26, 2019 16:31:28.219409000 AEST","d0:ff:98:de:e7:01"
"Jul 26, 2019 16:31:28.468171000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:31:32.148534000 AEST","24:18:1d:7b:8b:36"
"Jul 26, 2019 16:31:32.233693000 AEST","24:18:1d:7b:8b:36"
"Jul 26, 2019 16:31:32.273840000 AEST","24:18:1d:7b:8b:36"
"Jul 26, 2019 16:31:32.318559000 AEST","24:18:1d:7b:8b:36"
"Jul 26, 2019 16:31:32.358706000 AEST","24:18:1d:7b:8b:36"
"Jul 26, 2019 16:31:32.443987000 AEST","24:18:1d:7b:8b:36"
"Jul 26, 2019 16:31:33.448471000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:31:33.468458000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:31:34.337890000 AEST","ac:0d:1b:ef:c0:57"
"Jul 26, 2019 16:31:34.423774000 AEST","ac:0d:1b:ef:c0:57"
"Jul 26, 2019 16:31:34.466305000 AEST","ac:0d:1b:ef:c0:57"
"Jul 26, 2019 16:31:34.545728000 AEST","9a:1b:59:f8:3f:e3"
"Jul 26, 2019 16:31:34.591227000 AEST","9a:1b:59:f8:3f:e3"
"Jul 26, 2019 16:31:36.097036000 AEST","2a:09:09:05:4e:71"
"Jul 26, 2019 16:31:36.139580000 AEST","2a:09:09:05:4e:71"
"Jul 26, 2019 16:31:36.181781000 AEST","2a:09:09:05:4e:71"
"Jul 26, 2019 16:31:36.224342000 AEST","2a:09:09:05:4e:71"
"Jul 26, 2019 16:31:36.266686000 AEST","2a:09:09:05:4e:71"
"Jul 26, 2019 16:31:37.396952000 AEST","d4:63:c6:c4:ef:57"
"Jul 26, 2019 16:31:37.411989000 AEST","d4:63:c6:c4:ef:57"
"Jul 26, 2019 16:31:40.090280000 AEST","48:a1:95:bd:0b:7e"
"Jul 26, 2019 16:31:40.753488000 AEST","48:a1:95:bd:0b:7e"
"Jul 26, 2019 16:31:41.675412000 AEST","1e:7f:78:33:7c:08"
"Jul 26, 2019 16:31:41.693452000 AEST","1e:7f:78:33:7c:08"
"Jul 26, 2019 16:31:41.899178000 AEST","2c:57:31:1f:c5:f6"
"Jul 26, 2019 16:31:41.899192000 AEST","2c:57:31:1f:c5:f6"
"Jul 26, 2019 16:31:42.139223000 AEST","2c:57:31:1f:c5:f6"
"Jul 26, 2019 16:31:42.139242000 AEST","2c:57:31:1f:c5:f6"
"Jul 26, 2019 16:31:43.897791000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:31:45.414376000 AEST","98:22:ef:97:70:77"
"Jul 26, 2019 16:31:47.309255000 AEST","34:36:3b:88:e7:bc"
"Jul 26, 2019 16:31:47.327269000 AEST","88:19:08:2d:a6:12"
"Jul 26, 2019 16:31:47.612734000 AEST","ea:8a:42:9a:d0:71"
"Jul 26, 2019 16:31:48.729920000 AEST","48:a1:95:bd:0b:7e"
"Jul 26, 2019 16:31:48.927425000 AEST","34:36:3b:88:e7:bc"
"Jul 26, 2019 16:31:48.928470000 AEST","34:36:3b:88:e7:bc"
"Jul 26, 2019 16:31:48.941970000 AEST","34:36:3b:88:e7:bc"
"Jul 26, 2019 16:31:49.071299000 AEST","34:36:3b:88:e7:bc"
"Jul 26, 2019 16:31:49.071309000 AEST","34:36:3b:88:e7:bc"
"Jul 26, 2019 16:31:49.071316000 AEST","34:36:3b:88:e7:bc"
"Jul 26, 2019 16:31:49.071323000 AEST","34:36:3b:88:e7:bc"
"Jul 26, 2019 16:31:49.082527000 AEST","34:36:3b:88:e7:bc"
"Jul 26, 2019 16:31:49.082535000 AEST","34:36:3b:88:e7:bc"
"Jul 26, 2019 16:31:49.082542000 AEST","34:36:3b:88:e7:bc"
"Jul 26, 2019 16:31:49.082549000 AEST","34:36:3b:88:e7:bc"
"Jul 26, 2019 16:31:50.458996000 AEST","34:36:3b:88:e7:bc"
"Jul 26, 2019 16:31:50.459002000 AEST","34:36:3b:88:e7:bc"
"Jul 26, 2019 16:31:50.459006000 AEST","34:36:3b:88:e7:bc"
"Jul 26, 2019 16:31:50.459010000 AEST","34:36:3b:88:e7:bc"
"Jul 26, 2019 16:31:54.457813000 AEST","d4:63:c6:bc:6c:d4"
"Jul 26, 2019 16:31:54.545132000 AEST","d4:63:c6:d3:72:11"
"Jul 26, 2019 16:31:54.633715000 AEST","d4:63:c6:1c:16:7e"
"Jul 26, 2019 16:31:54.658974000 AEST","d4:63:c6:1c:16:7e"
"Jul 26, 2019 16:31:54.737816000 AEST","d4:63:c6:e9:1a:95"
"Jul 26, 2019 16:31:54.822508000 AEST","d4:63:c6:b8:20:9b"
"Jul 26, 2019 16:31:55.445624000 AEST","0c:2c:54:ff:c8:a3"
"Jul 26, 2019 16:31:55.488495000 AEST","0c:2c:54:ff:c8:a3"
"Jul 26, 2019 16:31:55.530733000 AEST","0c:2c:54:ff:c8:a3"
"Jul 26, 2019 16:31:55.801147000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:31:55.821655000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:31:56.027530000 AEST","32:bd:3f:37:90:87"
"Jul 26, 2019 16:31:56.050712000 AEST","32:bd:3f:37:90:87"
"Jul 26, 2019 16:31:56.094511000 AEST","32:bd:3f:37:90:87"
"Jul 26, 2019 16:31:56.136834000 AEST","32:bd:3f:37:90:87"
"Jul 26, 2019 16:31:56.179301000 AEST","32:bd:3f:37:90:87"
"Jul 26, 2019 16:31:58.089522000 AEST","9c:b6:d0:f0:0b:a9"
"Jul 26, 2019 16:31:58.206912000 AEST","34:08:bc:70:f1:d0"
"Jul 26, 2019 16:31:58.214658000 AEST","34:08:bc:70:f1:d0"
"Jul 26, 2019 16:31:58.279857000 AEST","34:08:bc:70:f1:d0"
"Jul 26, 2019 16:32:00.059866000 AEST","6c:4d:73:06:9e:87"
"Jul 26, 2019 16:32:00.316213000 AEST","6c:4d:73:06:9e:87"
"Jul 26, 2019 16:32:01.915174000 AEST","da:a1:19:2e:cb:61"
"Jul 26, 2019 16:32:02.431427000 AEST","f0:99:b6:43:af:25"
"Jul 26, 2019 16:32:02.441500000 AEST","f0:99:b6:43:af:25"
"Jul 26, 2019 16:32:02.456043000 AEST","f0:99:b6:43:af:25"
"Jul 26, 2019 16:32:02.466300000 AEST","f0:99:b6:43:af:25"
"Jul 26, 2019 16:32:02.542681000 AEST","f0:99:b6:43:af:25"
"Jul 26, 2019 16:32:02.557054000 AEST","f0:99:b6:43:af:25"
"Jul 26, 2019 16:32:04.212344000 AEST","d0:81:7a:cb:47:e8"
"Jul 26, 2019 16:32:04.230286000 AEST","d0:81:7a:cb:47:e8"
"Jul 26, 2019 16:32:04.253709000 AEST","d0:81:7a:cb:47:e8"
"Jul 26, 2019 16:32:04.264171000 AEST","d0:81:7a:cb:47:e8"
"Jul 26, 2019 16:32:04.346063000 AEST","d0:81:7a:cb:47:e8"
"Jul 26, 2019 16:32:04.386090000 AEST","d0:81:7a:cb:47:e8"
"Jul 26, 2019 16:32:04.468604000 AEST","12:11:1e:38:be:ff"
"Jul 26, 2019 16:32:05.489638000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:32:06.360644000 AEST","dc:a9:04:7d:51:64"
"Jul 26, 2019 16:32:06.368778000 AEST","dc:a9:04:7d:51:64"
"Jul 26, 2019 16:32:06.403421000 AEST","dc:a9:04:7d:51:64"
"Jul 26, 2019 16:32:06.427518000 AEST","dc:a9:04:7d:51:64"
"Jul 26, 2019 16:32:06.437759000 AEST","dc:a9:04:7d:51:64"
"Jul 26, 2019 16:32:06.464766000 AEST","dc:a9:04:7d:51:64"
"Jul 26, 2019 16:32:07.304764000 AEST","5c:f9:38:89:ca:b0"
"Jul 26, 2019 16:32:07.422105000 AEST","5c:f9:38:89:ca:b0"
"Jul 26, 2019 16:32:07.451782000 AEST","5c:f9:38:89:ca:b0"
"Jul 26, 2019 16:32:07.779610000 AEST","34:36:3b:88:e7:bc"
"Jul 26, 2019 16:32:07.819599000 AEST","34:36:3b:88:e7:bc"
"Jul 26, 2019 16:32:07.819608000 AEST","34:36:3b:88:e7:bc"
"Jul 26, 2019 16:32:07.856683000 AEST","34:36:3b:88:e7:bc"
"Jul 26, 2019 16:32:07.922895000 AEST","34:36:3b:88:e7:bc"
"Jul 26, 2019 16:32:07.923826000 AEST","34:36:3b:88:e7:bc"
"Jul 26, 2019 16:32:08.441801000 AEST","88:19:08:2d:a6:12"
"Jul 26, 2019 16:32:08.454032000 AEST","88:19:08:2d:a6:12"
"Jul 26, 2019 16:32:10.807536000 AEST","34:36:3b:88:e7:bc"
"Jul 26, 2019 16:32:10.818796000 AEST","34:36:3b:88:e7:bc"
"Jul 26, 2019 16:32:11.154935000 AEST","f0:99:b6:43:af:25"
"Jul 26, 2019 16:32:11.170346000 AEST","f0:99:b6:43:af:25"
"Jul 26, 2019 16:32:11.207227000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:32:12.626997000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:32:12.648948000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:32:13.766840000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:32:15.329581000 AEST","e4:a7:a0:14:4e:c5"
"Jul 26, 2019 16:32:15.436219000 AEST","e4:a7:a0:14:4e:c5"
"Jul 26, 2019 16:32:15.937022000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:32:20.862159000 AEST","f0:d5:bf:9d:3f:32"
"Jul 26, 2019 16:32:22.437783000 AEST","4a:6a:74:e6:cd:ac"
"Jul 26, 2019 16:32:22.493306000 AEST","4a:6a:74:e6:cd:ac"
"Jul 26, 2019 16:32:22.569295000 AEST","4a:6a:74:e6:cd:ac"
"Jul 26, 2019 16:32:22.606524000 AEST","4a:6a:74:e6:cd:ac"
"Jul 26, 2019 16:32:22.665076000 AEST","4a:6a:74:e6:cd:ac"
"Jul 26, 2019 16:32:22.714419000 AEST","48:a1:95:bd:0b:7e"
"Jul 26, 2019 16:32:22.723538000 AEST","4a:6a:74:e6:cd:ac"
"Jul 26, 2019 16:32:23.696524000 AEST","4a:6a:74:e6:cd:ac"
"Jul 26, 2019 16:32:23.780941000 AEST","a8:db:03:21:a0:1b"
"Jul 26, 2019 16:32:23.821214000 AEST","a8:db:03:21:a0:1b"
"Jul 26, 2019 16:32:23.869617000 AEST","4a:6a:74:e6:cd:ac"
"Jul 26, 2019 16:32:24.331657000 AEST","48:a1:95:bd:0b:7e"
"Jul 26, 2019 16:32:24.341656000 AEST","48:a1:95:bd:0b:7e"
"Jul 26, 2019 16:32:24.648573000 AEST","48:a1:95:bd:0b:7e"
"Jul 26, 2019 16:32:24.914069000 AEST","7c:2a:31:0c:18:22"
"Jul 26, 2019 16:32:24.960100000 AEST","7c:2a:31:0c:18:22"
"Jul 26, 2019 16:32:24.982383000 AEST","7c:2a:31:0c:18:22"
"Jul 26, 2019 16:32:24.998761000 AEST","7c:2a:31:0c:18:22"
"Jul 26, 2019 16:32:25.179524000 AEST","58:7f:57:21:5f:33"
"Jul 26, 2019 16:32:25.482683000 AEST","88:19:08:2d:a6:12"
"Jul 26, 2019 16:32:25.492798000 AEST","88:19:08:2d:a6:12"
"Jul 26, 2019 16:32:25.526172000 AEST","88:19:08:2d:a6:12"
"Jul 26, 2019 16:32:25.534342000 AEST","88:19:08:2d:a6:12"
"Jul 26, 2019 16:32:25.900374000 AEST","88:19:08:2d:a6:12"
"Jul 26, 2019 16:32:26.301504000 AEST","58:7f:57:21:5f:33"
"Jul 26, 2019 16:32:26.424482000 AEST","0c:2c:54:ff:c8:a3"
"Jul 26, 2019 16:32:26.758808000 AEST","0c:2c:54:ff:c8:a3"
"Jul 26, 2019 16:32:26.803504000 AEST","0c:2c:54:ff:c8:a3"
"Jul 26, 2019 16:32:26.986694000 AEST","66:d4:9c:65:4e:50"
"Jul 26, 2019 16:32:27.173508000 AEST","66:d4:9c:65:4e:50"
"Jul 26, 2019 16:32:27.179160000 AEST","0c:2c:54:ff:c8:a3"
"Jul 26, 2019 16:32:27.389753000 AEST","04:b1:67:3c:9b:c2"
"Jul 26, 2019 16:32:27.419206000 AEST","04:b1:67:3c:9b:c2"
"Jul 26, 2019 16:32:28.248754000 AEST","58:40:4e:7e:2b:6c"
"Jul 26, 2019 16:32:30.729043000 AEST","dc:a9:04:7d:51:64"
"Jul 26, 2019 16:32:30.734040000 AEST","dc:a9:04:7d:51:64"
"Jul 26, 2019 16:32:30.756326000 AEST","dc:a9:04:7d:51:64"
"Jul 26, 2019 16:32:30.766485000 AEST","dc:a9:04:7d:51:64"
"Jul 26, 2019 16:32:30.794538000 AEST","dc:a9:04:7d:51:64"
"Jul 26, 2019 16:32:30.804823000 AEST","dc:a9:04:7d:51:64"
"Jul 26, 2019 16:32:30.819924000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:32:30.889301000 AEST","dc:a9:04:7d:51:64"
"Jul 26, 2019 16:32:30.916398000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:32:31.012636000 AEST","3c:28:6d:1d:bf:48"
"Jul 26, 2019 16:32:31.595124000 AEST","74:e5:43:38:fd:50"
"Jul 26, 2019 16:32:31.663152000 AEST","74:e5:43:38:fd:50"
"Jul 26, 2019 16:32:31.935225000 AEST","74:e5:43:38:fd:50"
"Jul 26, 2019 16:32:32.265015000 AEST","d0:81:7a:c8:82:ba"
"Jul 26, 2019 16:32:32.275691000 AEST","d0:81:7a:c8:82:ba"
"Jul 26, 2019 16:32:32.300889000 AEST","d0:81:7a:c8:82:ba"
"Jul 26, 2019 16:32:32.300897000 AEST","d0:81:7a:c8:82:ba"
"Jul 26, 2019 16:32:32.322887000 AEST","d0:81:7a:c8:82:ba"
"Jul 26, 2019 16:32:32.328200000 AEST","d0:81:7a:c8:82:ba"
"Jul 26, 2019 16:32:32.396539000 AEST","d0:81:7a:c8:82:ba"
"Jul 26, 2019 16:32:32.407654000 AEST","d0:81:7a:c8:82:ba"
"Jul 26, 2019 16:32:32.452903000 AEST","d0:81:7a:c8:82:ba"
"Jul 26, 2019 16:32:32.637444000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:32:32.709964000 AEST","42:6c:5b:a4:ba:1e"
"Jul 26, 2019 16:32:32.731553000 AEST","42:6c:5b:a4:ba:1e"
"Jul 26, 2019 16:32:32.749383000 AEST","42:6c:5b:a4:ba:1e"
"Jul 26, 2019 16:32:32.795945000 AEST","42:6c:5b:a4:ba:1e"
"Jul 26, 2019 16:32:32.833063000 AEST","42:6c:5b:a4:ba:1e"
"Jul 26, 2019 16:32:33.837959000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:32:33.858314000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:32:33.930688000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:32:33.950971000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:32:33.972768000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:32:33.992992000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:32:35.553248000 AEST","90:cd:b6:21:4b:8b"
"Jul 26, 2019 16:32:35.555891000 AEST","90:cd:b6:21:4b:8b"
"Jul 26, 2019 16:32:35.715109000 AEST","58:7f:57:21:5f:33"
"Jul 26, 2019 16:32:35.733985000 AEST","58:7f:57:21:5f:33"
"Jul 26, 2019 16:32:35.802441000 AEST","90:cd:b6:21:4b:8b"
"Jul 26, 2019 16:32:35.806247000 AEST","90:cd:b6:21:4b:8b"
"Jul 26, 2019 16:32:35.807549000 AEST","90:cd:b6:21:4b:8b"
"Jul 26, 2019 16:32:35.899845000 AEST","34:08:bc:70:f1:d0"
"Jul 26, 2019 16:32:35.989251000 AEST","4c:57:ca:8c:24:49"
"Jul 26, 2019 16:32:35.999154000 AEST","4c:57:ca:8c:24:49"
"Jul 26, 2019 16:32:36.271477000 AEST","90:cd:b6:21:4b:8b"
"Jul 26, 2019 16:32:36.277106000 AEST","90:cd:b6:21:4b:8b"
"Jul 26, 2019 16:32:36.367489000 AEST","a8:db:03:21:a0:1b"
"Jul 26, 2019 16:32:36.534739000 AEST","90:cd:b6:21:4b:8b"
"Jul 26, 2019 16:32:36.595826000 AEST","b8:31:b5:89:8d:ae"
"Jul 26, 2019 16:32:36.629271000 AEST","b8:31:b5:89:8d:ae"
"Jul 26, 2019 16:32:36.644130000 AEST","90:cd:b6:21:4b:8b"
"Jul 26, 2019 16:32:36.756172000 AEST","90:cd:b6:21:4b:8b"
"Jul 26, 2019 16:32:36.757195000 AEST","90:cd:b6:21:4b:8b"
"Jul 26, 2019 16:32:36.758474000 AEST","90:cd:b6:21:4b:8b"
"Jul 26, 2019 16:32:36.831628000 AEST","90:cd:b6:21:4b:8b"
"Jul 26, 2019 16:32:36.832941000 AEST","90:cd:b6:21:4b:8b"
"Jul 26, 2019 16:32:36.834921000 AEST","90:cd:b6:21:4b:8b"
"Jul 26, 2019 16:32:36.835947000 AEST","90:cd:b6:21:4b:8b"
"Jul 26, 2019 16:32:36.909596000 AEST","90:cd:b6:21:4b:8b"
"Jul 26, 2019 16:32:36.910594000 AEST","90:cd:b6:21:4b:8b"
"Jul 26, 2019 16:32:36.913865000 AEST","90:cd:b6:21:4b:8b"
"Jul 26, 2019 16:32:36.914831000 AEST","90:cd:b6:21:4b:8b"
"Jul 26, 2019 16:32:37.253357000 AEST","90:cd:b6:21:4b:8b"
"Jul 26, 2019 16:32:37.372775000 AEST","90:cd:b6:21:4b:8b"
"Jul 26, 2019 16:32:37.374500000 AEST","90:cd:b6:21:4b:8b"
"Jul 26, 2019 16:32:40.208521000 AEST","cc:2d:b7:49:6e:dd"
"Jul 26, 2019 16:32:40.229434000 AEST","cc:2d:b7:49:6e:dd"
"Jul 26, 2019 16:32:40.273697000 AEST","cc:2d:b7:49:6e:dd"
"Jul 26, 2019 16:32:41.583609000 AEST","d0:ff:98:de:e7:01"
"Jul 26, 2019 16:32:41.589103000 AEST","d0:ff:98:de:e7:01"
"Jul 26, 2019 16:32:41.594484000 AEST","d0:ff:98:de:e7:01"
"Jul 26, 2019 16:32:41.598956000 AEST","d0:ff:98:de:e7:01"
"Jul 26, 2019 16:32:41.604238000 AEST","d0:ff:98:de:e7:01"
"Jul 26, 2019 16:32:41.609675000 AEST","d0:ff:98:de:e7:01"
"Jul 26, 2019 16:32:41.615435000 AEST","d0:ff:98:de:e7:01"
"Jul 26, 2019 16:32:41.620202000 AEST","d0:ff:98:de:e7:01"
"Jul 26, 2019 16:32:42.790854000 AEST","24:18:1d:7b:8b:36"
"Jul 26, 2019 16:32:42.946061000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:32:42.971013000 AEST","24:18:1d:7b:8b:36"
"Jul 26, 2019 16:32:44.121633000 AEST","58:40:4e:7e:2b:6c"
"Jul 26, 2019 16:32:44.130999000 AEST","58:40:4e:7e:2b:6c"
"Jul 26, 2019 16:32:44.774721000 AEST","4c:57:ca:8c:24:49"
"Jul 26, 2019 16:32:45.410198000 AEST","2e:e9:e4:90:97:5a"
"Jul 26, 2019 16:32:46.184020000 AEST","b6:f5:38:96:c5:1c"
"Jul 26, 2019 16:32:47.144531000 AEST","da:a1:19:7e:4a:85"
"Jul 26, 2019 16:32:47.166381000 AEST","da:a1:19:7e:4a:85"
"Jul 26, 2019 16:32:47.235379000 AEST","da:a1:19:7e:4a:85"
"Jul 26, 2019 16:32:49.542777000 AEST","9c:b6:d0:f0:0c:0f"
"Jul 26, 2019 16:32:49.592948000 AEST","9c:b6:d0:f0:0c:0f"
"Jul 26, 2019 16:32:50.611731000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:32:50.632395000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:32:50.633804000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:32:50.703725000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:32:50.705038000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:32:50.724362000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:32:50.726795000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:32:50.747722000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:32:50.749066000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:32:50.769001000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:32:50.770326000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:32:50.839212000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:32:50.901574000 AEST","f4:09:d8:30:ea:ff"
"Jul 26, 2019 16:32:50.915792000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:32:54.496925000 AEST","e4:a7:a0:14:4e:c5"
"Jul 26, 2019 16:32:54.517679000 AEST","e0:94:67:f6:25:c5"
"Jul 26, 2019 16:32:54.520545000 AEST","e0:94:67:f6:25:c5"
"Jul 26, 2019 16:32:54.575124000 AEST","e0:94:67:f6:25:c5"
"Jul 26, 2019 16:32:54.578016000 AEST","e0:94:67:f6:25:c5"
"Jul 26, 2019 16:32:54.608322000 AEST","e4:a7:a0:14:4e:c5"
"Jul 26, 2019 16:32:54.633528000 AEST","e0:94:67:f6:25:c5"
"Jul 26, 2019 16:32:54.636397000 AEST","e0:94:67:f6:25:c5"
"Jul 26, 2019 16:32:54.762045000 AEST","e4:a7:a0:14:4e:c5"
"Jul 26, 2019 16:32:54.800589000 AEST","e0:94:67:f6:25:c5"
"Jul 26, 2019 16:32:54.831021000 AEST","e0:94:67:f6:25:c5"
"Jul 26, 2019 16:32:54.833914000 AEST","e0:94:67:f6:25:c5"
"Jul 26, 2019 16:32:55.211759000 AEST","04:d6:aa:6d:85:0e"
"Jul 26, 2019 16:32:55.904323000 AEST","f2:d7:b8:21:b1:ab"
"Jul 26, 2019 16:32:55.927484000 AEST","f2:d7:b8:21:b1:ab"
"Jul 26, 2019 16:32:56.056857000 AEST","f2:d7:b8:21:b1:ab"
"Jul 26, 2019 16:32:56.637761000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:33:00.407308000 AEST","b8:27:eb:13:52:0a"
"Jul 26, 2019 16:33:00.429874000 AEST","b8:27:eb:13:52:0a"
"Jul 26, 2019 16:33:00.450186000 AEST","b8:27:eb:13:52:0a"
"Jul 26, 2019 16:33:00.541550000 AEST","b8:27:eb:13:52:0a"
"Jul 26, 2019 16:33:00.564696000 AEST","b8:27:eb:13:52:0a"
"Jul 26, 2019 16:33:00.585900000 AEST","b8:27:eb:13:52:0a"
"Jul 26, 2019 16:33:00.677466000 AEST","b8:27:eb:13:52:0a"
"Jul 26, 2019 16:33:01.165129000 AEST","62:74:5c:52:18:c7"
"Jul 26, 2019 16:33:01.230568000 AEST","62:74:5c:52:18:c7"
"Jul 26, 2019 16:33:01.555662000 AEST","30:07:4d:ef:af:0b"
"Jul 26, 2019 16:33:01.600614000 AEST","30:07:4d:ef:af:0b"
"Jul 26, 2019 16:33:01.620767000 AEST","30:07:4d:ef:af:0b"
"Jul 26, 2019 16:33:01.718691000 AEST","30:07:4d:ef:af:0b"
"Jul 26, 2019 16:33:01.738913000 AEST","30:07:4d:ef:af:0b"
"Jul 26, 2019 16:33:01.760708000 AEST","30:07:4d:ef:af:0b"
"Jul 26, 2019 16:33:01.780956000 AEST","30:07:4d:ef:af:0b"
"Jul 26, 2019 16:33:01.805961000 AEST","30:07:4d:ef:af:0b"
"Jul 26, 2019 16:33:01.826038000 AEST","30:07:4d:ef:af:0b"
"Jul 26, 2019 16:33:01.916101000 AEST","30:07:4d:ef:af:0b"
"Jul 26, 2019 16:33:02.293320000 AEST","24:18:1d:7b:8b:36"
"Jul 26, 2019 16:33:02.378280000 AEST","24:18:1d:7b:8b:36"
"Jul 26, 2019 16:33:02.418495000 AEST","24:18:1d:7b:8b:36"
"Jul 26, 2019 16:33:02.504024000 AEST","24:18:1d:7b:8b:36"
"Jul 26, 2019 16:33:03.148788000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:05.181414000 AEST","02:eb:77:fe:91:5d"
"Jul 26, 2019 16:33:05.221550000 AEST","02:eb:77:fe:91:5d"
"Jul 26, 2019 16:33:05.265068000 AEST","02:eb:77:fe:91:5d"
"Jul 26, 2019 16:33:05.305419000 AEST","02:eb:77:fe:91:5d"
"Jul 26, 2019 16:33:05.351383000 AEST","02:eb:77:fe:91:5d"
"Jul 26, 2019 16:33:05.391876000 AEST","02:eb:77:fe:91:5d"
"Jul 26, 2019 16:33:05.474377000 AEST","02:eb:77:fe:91:5d"
"Jul 26, 2019 16:33:05.517015000 AEST","02:eb:77:fe:91:5d"
"Jul 26, 2019 16:33:05.557959000 AEST","02:eb:77:fe:91:5d"
"Jul 26, 2019 16:33:08.034525000 AEST","8c:85:90:81:77:6f"
"Jul 26, 2019 16:33:08.073479000 AEST","8c:85:90:81:77:6f"
"Jul 26, 2019 16:33:08.125469000 AEST","8c:85:90:81:77:6f"
"Jul 26, 2019 16:33:10.255208000 AEST","e2:55:1d:10:35:1a"
"Jul 26, 2019 16:33:11.089893000 AEST","b8:b2:f8:7a:f7:7e"
"Jul 26, 2019 16:33:11.110948000 AEST","b8:b2:f8:7a:f7:7e"
"Jul 26, 2019 16:33:11.508867000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:11.568125000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:11.659833000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:11.706848000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:11.708124000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:11.817463000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:11.835609000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:11.881178000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:11.882467000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:11.883770000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:11.960086000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:11.960098000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:11.960105000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:11.980348000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:11.980357000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:11.980364000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:13.330317000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:13.330322000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:13.330326000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:13.351177000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:13.351181000 AEST","ac:5f:3e:cd:51:6e"
"Jul 26, 2019 16:33:13.351185000 AEST","ac:5f:3e:cd:51:6e"
